age,job,marital,education,default,balance,housing,loan,uid
80,retired,married,tertiary,no,3669,no,no,40390
59,unemployed,married,secondary,no,1226,no,no,30758
35,technician,single,secondary,no,204,yes,no,39458
33,blue-collar,married,secondary,no,35,yes,no,33388
60,management,married,tertiary,no,2281,no,no,30494
44,technician,married,secondary,no,265,yes,no,6964
46,entrepreneur,single,tertiary,no,1410,yes,no,25899
35,management,married,tertiary,no,1582,no,no,15622
41,technician,single,unknown,no,5372,yes,no,42646
30,technician,married,tertiary,no,1454,no,no,28867
45,management,single,tertiary,no,2067,yes,no,41021
47,technician,divorced,secondary,no,2836,no,yes,21014
34,technician,single,secondary,no,943,no,no,23883
32,blue-collar,married,secondary,no,822,yes,no,37558
56,management,married,tertiary,no,412,no,no,26154
43,services,single,secondary,no,37,yes,no,35558
39,blue-collar,married,secondary,no,1403,yes,yes,36611
48,services,married,secondary,no,300,no,yes,14765
46,services,married,secondary,no,1400,no,no,12262
32,technician,single,tertiary,no,849,yes,no,17324
39,unknown,single,secondary,no,0,no,no,9339
36,admin.,single,secondary,no,0,yes,yes,35253
36,blue-collar,married,secondary,no,324,yes,yes,14849
30,admin.,single,secondary,no,-1,yes,no,6688
44,blue-collar,married,secondary,no,630,no,no,34120
45,blue-collar,married,primary,no,692,yes,yes,23281
29,services,single,secondary,no,-142,yes,no,3757
45,blue-collar,married,secondary,no,746,yes,no,36076
33,management,single,tertiary,no,9449,yes,no,35860
48,management,married,tertiary,no,7289,yes,no,29368
40,blue-collar,married,secondary,no,0,yes,no,424
29,blue-collar,married,secondary,no,580,yes,yes,32663
36,technician,married,secondary,no,1345,yes,no,7518
35,technician,single,secondary,no,204,yes,no,42378
33,management,single,tertiary,no,952,yes,no,43589
41,blue-collar,divorced,primary,no,138,yes,no,15393
55,technician,divorced,secondary,no,184,no,no,43690
47,management,married,tertiary,no,109,yes,no,32387
38,blue-collar,married,secondary,no,56,yes,no,15922
67,retired,married,tertiary,no,1341,no,no,31073
49,blue-collar,married,secondary,no,2219,yes,no,3355
53,management,married,tertiary,no,1624,no,no,42222
33,management,married,tertiary,no,855,yes,yes,20429
58,entrepreneur,married,tertiary,no,0,no,yes,28739
28,management,single,tertiary,no,21,yes,no,1391
46,unemployed,married,primary,no,641,yes,no,11448
51,management,married,tertiary,no,385,no,no,20112
36,blue-collar,married,secondary,no,71,yes,no,7925
35,blue-collar,married,secondary,no,0,yes,no,5634
47,retired,married,tertiary,no,1225,yes,yes,10565
36,blue-collar,married,primary,no,1548,yes,yes,39346
50,services,married,secondary,no,1595,no,no,9800
59,management,married,tertiary,no,1308,no,no,18078
54,blue-collar,divorced,primary,no,215,yes,no,38825
56,management,divorced,tertiary,no,382,no,no,26057
35,management,married,tertiary,no,376,no,no,26001
53,admin.,single,secondary,no,654,no,no,44125
39,management,single,tertiary,no,86,yes,no,22227
35,services,single,secondary,no,361,no,no,10788
33,management,single,tertiary,no,5437,no,no,34198
29,technician,single,tertiary,no,2325,no,no,28970
44,management,married,tertiary,no,126,yes,no,2580
25,services,single,secondary,no,505,no,no,40276
39,technician,married,secondary,no,694,yes,no,16477
30,blue-collar,single,secondary,no,5,yes,no,29870
38,housemaid,divorced,secondary,no,70,no,no,42746
32,management,married,tertiary,no,477,yes,no,38840
33,services,married,secondary,no,-52,yes,no,38865
30,services,single,primary,no,0,yes,yes,25564
24,student,single,secondary,no,486,no,no,43157
60,retired,divorced,secondary,no,1718,yes,no,5645
39,unemployed,married,secondary,no,74,yes,no,17424
41,blue-collar,married,primary,no,-692,yes,no,32419
27,blue-collar,single,secondary,no,-116,yes,yes,32835
51,management,married,tertiary,no,7197,no,no,21201
37,housemaid,married,primary,no,0,yes,no,16816
70,retired,married,primary,no,2795,no,no,42601
43,blue-collar,married,secondary,no,-210,yes,no,24615
34,blue-collar,married,secondary,no,1924,yes,yes,31486
61,retired,married,secondary,no,2801,yes,yes,43264
51,housemaid,married,primary,no,1382,no,no,10918
47,blue-collar,married,secondary,no,3237,yes,no,24961
32,technician,single,secondary,no,337,yes,no,28566
25,technician,single,secondary,no,139,no,yes,41752
39,management,single,tertiary,no,759,yes,no,17387
39,management,married,tertiary,no,1802,no,no,41899
50,housemaid,married,primary,no,3056,no,no,10027
43,admin.,married,secondary,no,264,yes,no,32519
46,blue-collar,single,secondary,no,338,yes,no,33273
29,services,single,secondary,no,536,yes,no,28911
33,unemployed,single,secondary,no,177,no,no,1545
29,blue-collar,married,primary,no,258,yes,no,5814
38,management,married,tertiary,no,413,no,no,45007
31,management,married,tertiary,no,4720,yes,no,20722
34,unemployed,divorced,secondary,no,354,yes,no,1756
51,services,divorced,secondary,no,-245,yes,yes,6914
36,blue-collar,married,secondary,no,74,yes,no,35734
26,technician,married,secondary,no,47,yes,no,1908
34,management,married,tertiary,no,1906,yes,no,14245
43,management,divorced,tertiary,no,9,yes,no,41282
41,blue-collar,married,primary,no,509,yes,no,12415
41,blue-collar,divorced,secondary,no,-104,yes,no,3994
48,blue-collar,single,secondary,no,-269,no,no,28963
45,technician,married,secondary,no,-374,no,yes,21414
33,student,married,secondary,no,1536,no,no,44461
41,technician,married,secondary,no,0,no,no,28032
35,technician,single,tertiary,no,632,no,no,19661
28,admin.,single,unknown,no,24,yes,no,15444
42,admin.,divorced,secondary,no,241,yes,no,38528
42,management,married,tertiary,no,783,yes,no,25815
32,blue-collar,single,tertiary,no,60,yes,yes,40842
23,student,single,secondary,no,405,yes,no,4299
31,unemployed,single,primary,no,163,no,no,28904
31,services,married,secondary,no,-68,yes,no,5893
37,unemployed,married,secondary,no,459,no,no,26637
51,technician,married,secondary,no,180,yes,no,21809
32,management,married,secondary,no,6217,yes,yes,25358
40,blue-collar,married,primary,yes,0,yes,no,690
48,blue-collar,married,secondary,no,480,yes,no,38492
34,management,married,tertiary,no,158,no,no,41529
31,technician,single,tertiary,no,932,yes,no,8132
26,blue-collar,married,primary,yes,-683,yes,yes,6381
35,admin.,single,secondary,no,3636,no,no,40904
47,technician,married,secondary,no,2283,yes,no,27637
45,blue-collar,married,primary,no,114,yes,no,17748
40,admin.,divorced,secondary,no,220,yes,no,39157
29,admin.,single,unknown,no,2083,yes,no,8671
32,technician,married,tertiary,no,1037,yes,no,6025
40,services,divorced,secondary,no,-81,no,yes,16242
31,admin.,married,primary,no,355,yes,yes,8860
48,self-employed,married,secondary,no,1559,no,no,42552
35,housemaid,single,primary,no,745,no,no,40158
33,services,married,secondary,no,210,yes,no,37317
31,technician,married,secondary,no,0,yes,yes,13883
27,services,single,secondary,no,795,no,no,30703
38,management,married,tertiary,no,0,no,yes,18469
49,blue-collar,married,primary,no,0,yes,no,19619
47,management,married,tertiary,no,600,no,no,21758
26,services,single,secondary,no,-90,no,yes,13116
47,admin.,divorced,secondary,no,207,yes,no,29006
37,admin.,divorced,secondary,no,295,yes,yes,36132
42,technician,married,unknown,no,-401,yes,no,23990
58,blue-collar,married,secondary,no,2146,no,no,12843
31,management,single,secondary,no,0,yes,no,4385
49,blue-collar,married,secondary,no,24,no,yes,23336
58,blue-collar,married,secondary,no,6004,yes,no,37101
51,management,divorced,secondary,no,-35,yes,no,35752
31,admin.,single,secondary,no,1374,yes,no,38990
35,blue-collar,married,secondary,no,-613,yes,no,3775
44,management,married,tertiary,no,423,no,no,31326
29,blue-collar,married,secondary,no,9,yes,no,504
35,technician,single,unknown,no,0,no,no,28056
29,self-employed,single,tertiary,no,871,yes,no,39895
30,management,single,tertiary,no,536,no,no,40420
26,student,single,tertiary,no,294,no,no,43222
36,technician,married,secondary,no,23,yes,no,35965
36,technician,married,secondary,no,4587,no,no,5963
31,technician,single,secondary,no,271,yes,no,34502
27,technician,single,secondary,no,1235,no,no,29470
44,blue-collar,married,secondary,no,376,yes,no,27492
31,technician,single,secondary,no,4,yes,no,33502
52,technician,divorced,tertiary,no,0,no,no,15298
52,admin.,married,secondary,no,1236,yes,no,535
39,blue-collar,married,unknown,no,295,yes,no,29596
30,blue-collar,married,secondary,no,501,yes,yes,26367
40,management,married,tertiary,no,481,yes,no,7026
31,admin.,single,secondary,no,0,no,no,32888
26,admin.,single,tertiary,no,2532,yes,yes,43072
48,blue-collar,married,primary,no,0,no,no,10776
30,management,single,tertiary,no,275,yes,no,33578
28,admin.,married,secondary,no,157,yes,yes,17265
46,technician,married,secondary,no,0,yes,no,8724
35,services,married,secondary,no,0,yes,no,39292
39,technician,divorced,secondary,no,130,yes,no,22773
32,blue-collar,married,secondary,no,428,yes,no,35276
56,management,single,tertiary,no,3694,no,no,22734
58,unemployed,married,secondary,no,149,yes,no,27891
27,blue-collar,single,primary,no,1,no,no,29624
47,blue-collar,married,secondary,no,1968,yes,no,18330
31,blue-collar,single,secondary,no,-78,yes,yes,5434
38,blue-collar,married,secondary,no,748,yes,no,41365
39,management,single,primary,no,375,no,no,18499
42,management,married,tertiary,no,9009,no,no,26751
50,technician,married,secondary,no,-70,no,no,19408
33,management,married,tertiary,no,273,yes,no,3702
45,management,married,tertiary,no,1932,yes,no,24549
43,management,married,tertiary,no,15423,yes,yes,27611
50,technician,married,tertiary,no,1830,no,no,43724
49,management,married,tertiary,no,4200,yes,no,40326
31,blue-collar,single,secondary,no,-4,yes,no,38333
22,student,single,primary,no,423,no,no,44208
33,blue-collar,married,secondary,no,372,yes,no,710
56,blue-collar,married,secondary,no,3460,yes,no,40459
31,blue-collar,married,secondary,no,1660,yes,no,33404
41,technician,married,tertiary,no,816,yes,yes,7244
30,services,single,primary,no,5746,yes,no,26423
44,blue-collar,married,primary,no,-237,yes,no,13734
44,management,single,tertiary,yes,12,yes,no,25853
32,management,married,tertiary,no,1517,no,no,20918
44,management,married,primary,no,4758,yes,no,15907
41,services,married,secondary,no,171,no,no,15788
51,blue-collar,divorced,secondary,no,581,yes,no,37398
34,technician,single,secondary,no,0,no,no,13849
36,self-employed,married,secondary,no,4579,yes,no,9194
37,blue-collar,married,primary,no,0,yes,no,32761
64,housemaid,married,primary,no,67,no,no,41269
33,management,married,secondary,no,3132,yes,no,5219
50,admin.,married,primary,no,276,no,yes,11019
26,admin.,married,tertiary,no,319,no,no,45034
51,technician,single,secondary,no,8538,yes,no,20329
44,management,married,tertiary,no,13853,yes,no,25287
45,services,married,secondary,no,1381,yes,no,1244
53,housemaid,married,primary,no,70,no,no,22280
36,management,married,tertiary,no,0,no,no,23303
26,services,single,tertiary,no,1624,yes,yes,6789
53,management,single,tertiary,no,720,yes,no,24356
41,admin.,married,secondary,no,125,no,no,12747
31,management,married,tertiary,no,-235,yes,no,33500
37,unemployed,married,secondary,no,356,no,no,30987
39,blue-collar,married,secondary,no,1751,no,no,13570
55,admin.,divorced,secondary,no,1872,no,no,41345
54,services,married,secondary,no,-626,yes,yes,18558
28,management,single,tertiary,no,385,no,yes,30986
54,management,divorced,tertiary,no,5399,no,yes,31497
45,technician,divorced,tertiary,no,10768,yes,no,31344
31,management,single,tertiary,no,1619,no,no,34114
34,technician,single,tertiary,no,2838,yes,no,43691
32,management,married,tertiary,no,3651,yes,no,26467
39,admin.,married,secondary,no,563,yes,no,34254
47,blue-collar,married,secondary,no,2944,no,no,27130
46,technician,single,tertiary,no,4414,no,no,21409
71,retired,married,unknown,no,362,no,no,31053
59,housemaid,married,primary,no,0,no,yes,17247
43,technician,married,secondary,no,48,yes,no,13355
30,unemployed,single,tertiary,no,4082,no,no,43918
33,admin.,divorced,secondary,no,1128,yes,no,1228
40,admin.,married,tertiary,no,764,yes,no,42327
27,self-employed,single,tertiary,no,168,no,no,43696
32,technician,single,tertiary,no,1732,no,no,20661
48,entrepreneur,married,tertiary,no,0,yes,no,32905
38,technician,single,secondary,no,-591,yes,no,5415
48,management,single,secondary,no,61,yes,no,6598
31,admin.,married,secondary,no,10,no,no,14584
34,technician,married,secondary,no,966,yes,no,39164
29,admin.,divorced,tertiary,yes,0,no,yes,13515
38,blue-collar,married,primary,no,8637,yes,no,10164
35,blue-collar,married,secondary,no,1287,yes,no,37981
66,retired,married,secondary,no,2048,no,no,41311
36,self-employed,married,primary,no,2022,no,no,11616
53,blue-collar,married,secondary,yes,-634,no,no,21790
45,admin.,married,secondary,no,129,yes,no,31213
30,services,single,secondary,no,9,no,yes,28510
34,management,married,tertiary,no,280,yes,no,16649
34,technician,married,secondary,no,1194,no,yes,21894
28,blue-collar,single,primary,no,-30,yes,no,18721
55,retired,married,secondary,no,493,yes,no,2685
35,services,single,secondary,no,0,no,no,25081
46,services,married,primary,no,830,yes,yes,14190
32,technician,married,tertiary,no,3538,yes,no,7042
37,management,married,tertiary,no,569,yes,no,7611
55,management,married,tertiary,no,39098,no,no,39722
29,blue-collar,married,primary,no,243,no,yes,14108
51,blue-collar,married,secondary,no,0,yes,yes,16078
26,technician,single,tertiary,no,75,yes,yes,4109
52,blue-collar,married,primary,no,4660,no,no,21393
61,retired,married,secondary,no,938,no,no,44198
39,admin.,married,secondary,no,-650,no,no,38425
26,admin.,single,primary,no,528,yes,yes,14063
50,admin.,single,secondary,no,-79,no,yes,12880
51,self-employed,single,secondary,no,1640,yes,no,3648
42,technician,married,secondary,no,5,no,no,22093
50,blue-collar,married,secondary,no,2013,no,yes,16099
59,technician,married,tertiary,no,-91,no,no,12287
52,self-employed,married,secondary,no,3720,no,no,26679
51,technician,married,tertiary,no,0,no,no,24293
51,blue-collar,married,secondary,no,955,no,yes,42519
46,management,divorced,secondary,no,145,yes,no,33426
39,technician,single,secondary,no,1048,yes,yes,31811
25,admin.,single,secondary,no,304,no,no,3947
28,technician,married,secondary,no,1944,yes,no,38809
36,technician,married,secondary,no,368,yes,yes,695
39,entrepreneur,married,secondary,no,680,yes,no,38397
37,self-employed,divorced,tertiary,no,60,no,yes,12650
41,management,married,tertiary,no,725,no,no,23031
38,management,married,tertiary,no,1875,no,no,24286
34,management,single,tertiary,no,395,yes,no,32421
36,blue-collar,divorced,secondary,no,1305,yes,no,14956
35,blue-collar,single,primary,no,-276,yes,no,37070
41,housemaid,married,secondary,no,0,yes,yes,14579
53,management,married,secondary,no,1925,yes,no,5714
30,student,single,secondary,no,2046,no,no,43514
37,housemaid,single,primary,no,0,no,no,27935
38,unemployed,married,tertiary,no,2812,yes,no,33963
44,blue-collar,married,primary,no,-337,yes,no,33417
31,self-employed,single,tertiary,no,1536,yes,no,37098
38,admin.,married,tertiary,no,1980,no,no,19119
34,housemaid,single,tertiary,no,43,no,no,22808
35,management,married,tertiary,no,1432,yes,no,34605
43,admin.,married,secondary,no,1220,yes,no,33170
35,technician,married,tertiary,no,944,no,no,19958
36,admin.,single,secondary,no,1281,no,no,16700
26,management,single,tertiary,no,690,no,no,30542
37,admin.,married,tertiary,no,0,yes,no,15671
27,blue-collar,single,secondary,no,6010,yes,no,8593
56,management,divorced,tertiary,no,408,yes,no,6177
35,blue-collar,single,tertiary,no,1830,no,no,42690
36,technician,single,secondary,no,1228,yes,no,41085
49,services,married,secondary,no,0,yes,no,24253
46,technician,married,secondary,no,250,no,no,19330
28,blue-collar,married,secondary,no,127,yes,yes,29774
42,blue-collar,married,secondary,no,2374,no,no,18087
42,management,married,tertiary,no,687,no,no,20118
36,self-employed,single,primary,no,235,yes,no,7268
36,blue-collar,married,primary,no,6085,yes,no,10510
30,services,single,secondary,no,290,yes,no,2188
28,technician,single,tertiary,no,-803,yes,yes,10203
53,blue-collar,married,secondary,no,1777,yes,no,27099
41,self-employed,married,secondary,yes,0,yes,no,24566
51,blue-collar,married,primary,no,21,no,no,5818
49,technician,married,tertiary,no,1077,yes,no,27698
35,technician,single,secondary,no,539,yes,no,835
54,technician,married,secondary,no,1331,yes,no,17036
60,self-employed,single,secondary,no,312,yes,no,8111
32,technician,single,tertiary,no,192,yes,no,3974
35,blue-collar,single,unknown,no,422,no,no,10566
32,technician,single,secondary,no,1698,yes,no,4478
37,admin.,single,secondary,no,0,no,no,13620
43,blue-collar,divorced,primary,no,328,no,yes,13257
56,retired,married,secondary,no,397,yes,no,5366
59,blue-collar,married,secondary,no,681,yes,no,32094
41,blue-collar,married,primary,no,1256,no,no,18654
54,housemaid,married,unknown,no,4789,no,no,10119
28,management,single,tertiary,no,0,no,no,12771
38,services,single,secondary,no,9609,yes,no,20378
58,blue-collar,divorced,secondary,no,644,no,yes,24704
55,entrepreneur,married,secondary,no,27624,no,no,39962
51,blue-collar,divorced,unknown,no,0,no,yes,12586
32,services,married,secondary,no,197,yes,no,33134
47,entrepreneur,married,secondary,no,136,yes,no,4611
48,management,married,secondary,no,4415,yes,no,24796
52,management,divorced,tertiary,no,50,yes,no,10276
29,management,single,tertiary,no,0,yes,no,524
49,blue-collar,married,primary,no,126,no,no,12541
36,admin.,married,tertiary,no,289,no,no,15873
43,blue-collar,married,secondary,no,1205,yes,no,395
35,admin.,married,secondary,no,-130,yes,no,4529
28,blue-collar,single,secondary,no,1065,yes,yes,32580
32,blue-collar,single,secondary,no,782,yes,no,32622
29,admin.,single,secondary,no,65,yes,no,37543
37,self-employed,divorced,tertiary,no,1513,no,no,7696
36,management,married,tertiary,no,163,no,no,19241
48,technician,divorced,tertiary,no,113,no,yes,16198
38,management,married,tertiary,no,93,yes,no,22913
35,housemaid,married,tertiary,no,2880,no,no,28157
27,admin.,single,secondary,no,54,yes,no,37999
56,services,divorced,secondary,no,1007,no,no,17849
33,services,married,secondary,no,346,yes,no,14775
58,retired,married,primary,no,701,no,no,22484
56,retired,married,secondary,no,6114,no,no,17525
25,blue-collar,married,secondary,no,2,yes,no,16957
34,technician,divorced,secondary,no,558,yes,no,35346
37,technician,married,secondary,no,490,yes,no,7539
37,management,married,tertiary,no,1698,yes,no,9541
34,blue-collar,single,secondary,no,-317,yes,no,32694
33,management,single,tertiary,no,5276,no,no,42157
47,blue-collar,married,secondary,no,1110,yes,no,16494
35,blue-collar,married,secondary,no,2432,yes,no,37943
37,blue-collar,single,secondary,no,3561,yes,no,8124
60,admin.,divorced,unknown,no,791,yes,no,2571
32,technician,single,tertiary,no,705,yes,no,33621
20,student,single,secondary,no,291,no,no,43668
65,retired,married,tertiary,no,1973,no,no,42828
32,unemployed,married,secondary,no,2996,yes,no,4122
34,management,single,tertiary,no,886,yes,no,22174
59,retired,married,primary,no,6,no,no,19708
32,management,single,tertiary,no,3,yes,no,37233
50,services,divorced,secondary,no,256,yes,no,4090
32,technician,married,secondary,no,660,no,no,45107
47,entrepreneur,married,unknown,no,1481,yes,no,34876
42,admin.,married,secondary,no,445,yes,no,780
45,self-employed,married,tertiary,no,0,yes,no,24522
34,technician,single,secondary,no,1161,yes,no,33301
32,unemployed,single,secondary,no,8304,no,no,44378
37,services,single,secondary,no,259,yes,no,827
26,blue-collar,single,secondary,no,17891,yes,no,8589
31,management,divorced,tertiary,no,297,no,no,20629
28,student,single,tertiary,no,844,no,no,32464
51,blue-collar,married,primary,no,377,yes,no,29535
60,retired,married,tertiary,no,872,no,no,23746
58,services,married,secondary,no,0,no,no,17548
38,technician,married,tertiary,no,1,yes,no,35035
19,student,single,secondary,no,329,no,no,41931
37,retired,married,secondary,no,-252,no,no,15937
40,management,single,tertiary,no,3877,yes,no,534
30,management,single,tertiary,no,15,no,yes,22988
51,housemaid,married,primary,no,0,yes,no,18149
36,admin.,divorced,secondary,no,-611,yes,no,6364
27,blue-collar,single,secondary,no,0,yes,no,1078
32,admin.,married,secondary,no,7522,yes,no,14465
32,blue-collar,married,secondary,no,0,yes,no,35781
26,entrepreneur,single,tertiary,no,81,no,no,15781
51,management,divorced,tertiary,no,-227,yes,no,38416
35,management,single,tertiary,no,244,yes,no,2175
30,management,single,tertiary,no,5074,yes,no,16889
57,management,divorced,secondary,no,0,yes,yes,2042
55,technician,married,secondary,no,3207,no,no,23475
72,retired,married,primary,no,0,no,no,44003
36,management,single,tertiary,no,613,no,no,19542
53,entrepreneur,married,unknown,no,19,yes,no,173
45,technician,married,secondary,no,1240,no,no,35539
32,management,single,tertiary,no,156,yes,no,30111
39,management,married,secondary,no,315,yes,no,32772
39,entrepreneur,married,secondary,no,5562,no,no,26186
40,blue-collar,married,secondary,no,-60,yes,no,15780
32,unemployed,married,secondary,no,-160,yes,no,6743
25,blue-collar,single,secondary,no,377,no,no,14754
24,technician,single,secondary,no,598,no,no,43683
41,blue-collar,married,primary,no,620,no,no,27861
38,technician,single,secondary,no,-143,yes,no,7905
30,services,married,secondary,no,227,no,yes,8414
56,retired,married,secondary,no,2749,yes,yes,24312
32,technician,single,tertiary,no,632,no,yes,19214
39,management,single,unknown,no,2887,yes,no,1070
27,student,married,secondary,no,119,yes,no,14959
28,management,divorced,secondary,no,-76,no,yes,14448
60,retired,married,primary,no,6307,yes,no,10133
44,technician,single,tertiary,no,643,no,no,41863
45,blue-collar,married,primary,no,528,yes,no,37553
33,admin.,single,secondary,no,13,yes,no,28146
33,self-employed,divorced,secondary,no,969,yes,no,10938
28,self-employed,single,tertiary,no,159,no,no,45014
35,blue-collar,single,secondary,no,-295,yes,yes,39186
38,management,single,tertiary,no,633,no,no,13651
36,technician,married,secondary,no,474,yes,no,6276
50,blue-collar,married,secondary,no,1498,yes,no,15373
44,housemaid,married,primary,no,-227,no,yes,12862
56,retired,married,secondary,no,5737,no,no,30204
36,management,married,primary,no,5427,no,no,10398
48,admin.,divorced,secondary,no,295,yes,no,24240
41,management,married,tertiary,no,-556,yes,yes,5869
47,technician,married,secondary,no,356,no,no,17744
32,management,single,tertiary,no,297,no,no,20740
34,services,married,secondary,no,1314,yes,no,37226
54,unknown,married,tertiary,no,10,no,no,19572
44,services,married,secondary,no,191,yes,yes,35337
45,blue-collar,married,secondary,no,1583,yes,no,19602
30,management,single,tertiary,no,478,no,no,20488
56,retired,married,secondary,no,307,no,yes,13192
41,blue-collar,married,primary,no,336,yes,no,30513
49,housemaid,married,secondary,no,3,no,no,21976
32,technician,single,secondary,no,1279,yes,no,8384
39,technician,married,secondary,no,3643,yes,no,5529
38,blue-collar,single,tertiary,no,172,yes,no,31473
41,technician,married,secondary,no,1788,no,no,23673
30,admin.,married,secondary,no,166,no,no,43919
53,entrepreneur,married,secondary,no,162,yes,no,35456
46,blue-collar,married,secondary,no,66,yes,no,36675
38,services,married,secondary,no,-140,no,no,12310
34,services,married,secondary,no,81,yes,yes,13608
52,technician,single,tertiary,no,1308,yes,no,7130
47,management,divorced,tertiary,no,6333,yes,no,25996
45,admin.,divorced,secondary,no,-176,no,yes,12825
58,admin.,divorced,secondary,no,74,yes,no,16106
36,blue-collar,single,unknown,no,43,no,yes,30565
22,student,single,secondary,no,2139,no,no,31354
48,management,married,tertiary,no,2960,no,no,9099
49,technician,married,secondary,no,3392,no,no,20742
38,technician,married,secondary,no,6728,no,no,41237
34,admin.,married,secondary,no,0,yes,no,31007
49,admin.,married,secondary,no,949,no,no,18943
49,admin.,married,secondary,no,1629,no,no,18424
46,blue-collar,married,primary,no,57,yes,no,32459
45,blue-collar,married,secondary,no,1103,yes,no,16806
56,services,married,secondary,no,1121,yes,no,3173
56,retired,married,unknown,no,4391,yes,no,3891
32,blue-collar,married,secondary,no,1484,yes,no,7853
46,management,married,tertiary,no,1103,yes,no,37454
43,admin.,single,secondary,no,375,no,yes,30556
41,blue-collar,married,secondary,no,1522,yes,yes,33280
44,blue-collar,married,secondary,no,3813,yes,no,8456
44,technician,married,secondary,no,65,no,no,23591
38,management,single,tertiary,no,493,yes,no,36216
28,services,divorced,secondary,no,6,yes,yes,34692
32,management,single,tertiary,yes,-3,yes,no,2376
47,blue-collar,married,primary,no,124,no,no,19532
35,blue-collar,married,secondary,no,1330,no,no,13722
40,entrepreneur,married,tertiary,no,2644,yes,no,27021
55,management,married,tertiary,no,3848,yes,no,43430
46,services,divorced,secondary,no,2044,no,yes,10495
59,retired,married,primary,no,1425,yes,no,23737
41,management,married,secondary,no,99,yes,no,25181
57,blue-collar,married,primary,no,137,no,yes,15442
32,management,married,tertiary,no,5910,no,no,23145
36,technician,single,secondary,no,9068,yes,no,5318
33,technician,married,secondary,no,0,no,no,21745
50,services,divorced,secondary,no,330,yes,yes,24861
57,retired,married,primary,no,-12,no,yes,20412
32,technician,married,tertiary,no,1559,yes,yes,21154
27,student,single,secondary,no,585,no,no,28068
50,housemaid,married,tertiary,no,5260,yes,no,16742
44,admin.,married,secondary,no,61,no,yes,30075
30,blue-collar,single,secondary,no,17,yes,no,7485
34,admin.,divorced,secondary,no,1085,no,no,31318
38,technician,married,secondary,no,0,no,no,989
59,blue-collar,married,secondary,no,0,no,no,11350
42,services,married,secondary,no,3236,no,no,11340
43,services,divorced,secondary,no,0,no,no,18409
43,services,married,secondary,no,2145,no,no,41280
31,blue-collar,married,primary,no,1644,no,no,40134
59,technician,married,secondary,no,259,no,no,31369
49,technician,married,secondary,no,307,no,no,42458
51,management,married,tertiary,no,3604,no,yes,13145
43,services,divorced,secondary,no,1040,yes,no,4272
31,services,single,secondary,yes,68,yes,no,1945
32,blue-collar,married,secondary,no,557,yes,yes,29982
41,blue-collar,single,secondary,yes,1085,yes,yes,12863
34,technician,married,secondary,no,149,yes,no,7416
44,technician,married,tertiary,no,564,yes,no,37110
32,services,married,secondary,no,180,yes,no,38375
59,blue-collar,divorced,primary,no,867,yes,no,16690
55,retired,married,secondary,no,102,yes,no,829
53,technician,married,primary,no,70,yes,no,36510
40,technician,divorced,secondary,no,700,yes,yes,15427
34,blue-collar,married,secondary,no,2495,yes,no,5343
41,services,married,secondary,no,146,yes,yes,8582
48,technician,married,secondary,no,658,no,no,30289
28,admin.,married,secondary,no,147,yes,yes,39637
37,technician,married,tertiary,no,127,yes,no,31062
27,student,single,secondary,no,268,yes,no,37180
34,management,married,tertiary,no,39,no,no,40984
34,blue-collar,married,primary,no,329,yes,no,32604
33,admin.,single,secondary,no,2554,yes,no,18461
38,management,divorced,tertiary,no,1927,yes,yes,28320
54,management,married,tertiary,no,14107,no,no,24357
35,management,married,tertiary,no,0,yes,yes,16932
32,technician,married,secondary,no,266,yes,no,21646
54,technician,single,secondary,no,99,yes,no,1082
30,services,single,secondary,no,117,no,no,28017
38,technician,single,tertiary,no,-572,yes,yes,9227
39,admin.,divorced,secondary,no,-141,yes,no,2432
31,technician,married,secondary,no,141,yes,no,4960
39,management,married,secondary,no,794,yes,no,29930
33,management,single,tertiary,no,923,yes,no,26051
35,technician,married,secondary,no,-259,yes,no,28140
32,management,married,tertiary,no,2213,no,no,23476
36,admin.,single,tertiary,no,2317,yes,no,25456
46,blue-collar,married,secondary,no,211,yes,no,14481
58,self-employed,married,secondary,no,1407,yes,no,7698
28,admin.,single,secondary,no,-625,yes,no,8759
59,housemaid,married,primary,no,352,no,no,15844
26,admin.,married,secondary,no,1641,yes,no,6198
50,management,married,tertiary,yes,161,no,yes,15433
60,blue-collar,married,primary,no,703,no,no,12119
45,entrepreneur,married,tertiary,no,3689,yes,no,26118
32,admin.,married,secondary,no,205,no,no,15525
66,retired,married,primary,no,1943,no,no,41252
48,technician,married,tertiary,no,150,yes,no,30932
32,technician,single,tertiary,no,1625,no,no,39370
40,management,married,tertiary,no,3185,no,no,24965
36,management,single,tertiary,yes,-508,yes,no,32614
25,student,single,tertiary,no,20,no,no,44741
37,management,married,tertiary,no,900,yes,no,35238
29,management,married,tertiary,no,900,no,no,15204
46,management,single,secondary,no,5993,no,no,41613
31,management,single,tertiary,no,62,yes,no,38886
28,student,single,secondary,no,970,no,no,45144
45,blue-collar,married,secondary,no,-104,yes,no,36051
44,management,divorced,tertiary,no,388,yes,no,37381
28,technician,married,secondary,no,-92,yes,no,32582
36,technician,married,tertiary,no,98,no,no,29897
48,blue-collar,single,primary,no,1938,yes,no,8717
38,management,single,tertiary,no,427,yes,no,35093
45,management,married,tertiary,no,0,yes,yes,2445
49,technician,divorced,secondary,no,30,no,yes,14531
42,admin.,single,secondary,no,164,yes,yes,24074
