contact,day,month,duration,campaign,pdays,previous,poutcome,y,uid
unknown,7,may,1689,4,-1,0,unknown,yes,1125
cellular,28,jan,194,1,286,3,failure,no,42770
cellular,18,jul,652,2,-1,0,unknown,no,15456
unknown,18,jun,321,2,-1,0,unknown,no,11123
cellular,13,may,570,1,-1,0,unknown,yes,37094
cellular,30,apr,209,1,-1,0,unknown,no,34017
cellular,19,nov,139,3,-1,0,unknown,no,25446
unknown,13,may,126,5,-1,0,unknown,no,2423
unknown,26,may,138,2,-1,0,unknown,no,6001
cellular,23,jul,194,1,-1,0,unknown,no,16319
cellular,4,may,1091,3,-1,0,unknown,yes,34351
cellular,22,aug,257,2,-1,0,unknown,no,22417
unknown,13,may,49,1,-1,0,unknown,no,2364
unknown,30,may,72,3,-1,0,unknown,no,7882
telephone,12,may,175,5,278,7,failure,no,36940
cellular,2,mar,228,4,390,2,other,yes,43190
unknown,16,jun,190,6,-1,0,unknown,no,10473
cellular,16,jul,227,1,-1,0,unknown,no,14856
cellular,17,nov,194,1,-1,0,unknown,no,24517
cellular,8,may,266,1,281,11,other,no,35657
unknown,23,may,173,1,-1,0,unknown,no,5358
cellular,19,nov,85,2,-1,0,unknown,no,25816
cellular,18,jul,913,4,-1,0,unknown,yes,15523
unknown,12,jun,320,2,-1,0,unknown,no,10438
cellular,4,may,16,5,-1,0,unknown,no,34369
cellular,20,nov,155,1,-1,0,unknown,no,26293
unknown,23,may,105,2,-1,0,unknown,no,5571
cellular,9,jul,96,2,-1,0,unknown,no,13556
unknown,28,may,296,1,-1,0,unknown,no,6829
cellular,29,jan,223,1,261,2,failure,no,28150
cellular,21,aug,179,2,-1,0,unknown,no,22163
cellular,10,jul,143,1,-1,0,unknown,no,13708
unknown,5,may,325,2,-1,0,unknown,no,344
unknown,5,may,120,3,-1,0,unknown,no,123
cellular,17,nov,44,1,-1,0,unknown,no,24262
cellular,17,apr,251,1,263,2,failure,no,32612
telephone,14,aug,119,4,-1,0,unknown,no,21192
cellular,1,apr,286,2,225,4,other,no,31485
cellular,25,jul,65,4,-1,0,unknown,no,16870
unknown,28,may,528,2,-1,0,unknown,no,6986
telephone,15,jul,78,4,-1,0,unknown,no,14717
cellular,14,may,99,2,-1,0,unknown,no,37863
cellular,29,jul,199,9,-1,0,unknown,no,17693
unknown,30,may,231,2,-1,0,unknown,no,7890
unknown,26,may,518,1,-1,0,unknown,no,5774
cellular,23,jul,164,1,-1,0,unknown,no,16236
cellular,11,may,927,2,-1,0,unknown,no,36476
cellular,20,nov,408,1,-1,0,unknown,no,26215
cellular,9,jul,185,1,-1,0,unknown,no,13696
unknown,27,may,20,4,-1,0,unknown,no,6563
cellular,6,may,178,5,352,3,failure,no,34775
telephone,23,jul,18,9,-1,0,unknown,no,16306
unknown,5,may,119,1,-1,0,unknown,no,255
unknown,27,may,100,2,-1,0,unknown,no,6424
cellular,28,aug,19,17,-1,0,unknown,no,23777
cellular,17,jul,86,1,-1,0,unknown,no,15058
cellular,7,aug,235,8,-1,0,unknown,no,19682
unknown,12,may,214,4,-1,0,unknown,no,2156
cellular,21,aug,744,1,109,3,success,yes,41241
telephone,28,jan,42,3,-1,0,unknown,no,28047
cellular,22,aug,80,4,-1,0,unknown,no,22539
cellular,29,jan,267,1,-1,0,unknown,no,28430
unknown,30,jun,45,2,-1,0,unknown,no,12413
unknown,17,jun,273,27,-1,0,unknown,no,11016
cellular,20,nov,89,1,91,1,failure,no,26512
telephone,15,jul,119,8,-1,0,unknown,no,14743
cellular,9,nov,263,1,90,1,failure,yes,42181
unknown,20,jun,16,28,-1,0,unknown,no,12230
telephone,16,nov,57,4,-1,0,unknown,no,42312
cellular,7,may,560,3,367,1,other,no,35433
unknown,13,jun,674,1,-1,0,unknown,yes,43903
cellular,8,may,191,1,-1,0,unknown,no,35767
cellular,9,jul,140,3,-1,0,unknown,no,13601
unknown,6,may,309,2,-1,0,unknown,no,443
cellular,25,jul,115,3,-1,0,unknown,no,16851
cellular,14,jul,673,8,-1,0,unknown,no,14355
cellular,7,aug,64,2,-1,0,unknown,no,19565
cellular,14,may,341,3,-1,0,unknown,no,38061
cellular,30,jul,152,5,-1,0,unknown,no,18034
cellular,30,jan,428,1,-1,0,unknown,no,28692
cellular,20,oct,332,1,183,3,failure,yes,41900
cellular,12,aug,439,4,-1,0,unknown,yes,20524
cellular,22,jun,983,1,-1,0,unknown,yes,40371
unknown,29,may,229,4,-1,0,unknown,no,7346
cellular,12,aug,298,1,-1,0,unknown,no,40945
unknown,26,may,314,1,-1,0,unknown,no,5763
cellular,8,sep,206,1,-1,0,unknown,yes,41485
unknown,9,may,130,2,-1,0,unknown,no,1622
cellular,1,sep,265,2,183,2,success,yes,44636
cellular,18,nov,84,4,-1,0,unknown,no,25292
cellular,9,jul,96,1,-1,0,unknown,no,13418
cellular,13,may,161,2,-1,0,unknown,no,37340
cellular,3,jun,123,1,-1,0,unknown,no,39966
cellular,14,jul,51,2,-1,0,unknown,no,14340
cellular,3,nov,566,1,182,7,failure,yes,42130
cellular,16,apr,324,1,342,1,failure,no,32231
cellular,17,nov,161,2,-1,0,unknown,no,24648
cellular,8,aug,80,1,-1,0,unknown,no,20015
unknown,6,may,196,2,-1,0,unknown,no,426
unknown,19,may,147,2,-1,0,unknown,no,4347
cellular,20,apr,414,2,285,1,failure,no,33468
cellular,7,may,589,2,-1,0,unknown,no,35555
cellular,11,jul,145,2,-1,0,unknown,no,14200
cellular,9,jul,296,1,-1,0,unknown,no,13410
cellular,25,jan,423,1,-1,0,unknown,yes,42723
cellular,30,jul,622,4,-1,0,unknown,no,18007
cellular,2,feb,491,1,-1,0,unknown,no,29166
unknown,9,jun,99,3,-1,0,unknown,no,9789
cellular,17,apr,649,1,-1,0,unknown,no,32777
cellular,17,apr,286,1,-1,0,unknown,no,32674
unknown,6,jun,399,1,-1,0,unknown,no,9365
unknown,4,jul,253,1,-1,0,unknown,no,12622
unknown,3,jun,240,5,-1,0,unknown,no,8507
unknown,30,may,33,5,-1,0,unknown,no,7930
cellular,8,jul,220,2,-1,0,unknown,no,13146
cellular,8,jul,1767,2,-1,0,unknown,yes,13156
unknown,17,jun,311,2,-1,0,unknown,no,11055
unknown,27,may,292,7,-1,0,unknown,no,6080
cellular,19,nov,214,1,-1,0,unknown,no,25648
cellular,25,jul,571,1,-1,0,unknown,no,16945
cellular,23,jun,1407,1,-1,0,unknown,yes,43968
cellular,8,jul,475,3,78,2,success,no,40555
unknown,11,jun,115,16,-1,0,unknown,no,10139
unknown,9,may,72,2,-1,0,unknown,no,1690
cellular,17,jul,180,1,-1,0,unknown,no,15153
cellular,7,jul,159,1,-1,0,unknown,no,12919
telephone,10,nov,107,1,-1,0,unknown,no,24151
cellular,5,aug,156,1,-1,0,unknown,no,19089
cellular,8,jul,22,3,-1,0,unknown,no,13335
cellular,21,nov,128,3,-1,0,unknown,no,27452
cellular,25,jul,293,4,-1,0,unknown,no,17082
cellular,11,aug,145,2,-1,0,unknown,no,20095
cellular,7,may,229,2,-1,0,unknown,no,35259
cellular,8,aug,521,4,-1,0,unknown,no,19916
cellular,16,apr,34,1,-1,0,unknown,no,32272
unknown,9,may,84,4,-1,0,unknown,no,2021
cellular,28,jan,214,1,183,2,failure,no,27888
telephone,15,jul,59,4,-1,0,unknown,no,14718
cellular,15,may,188,1,-1,0,unknown,no,38234
unknown,28,may,45,1,-1,0,unknown,no,6837
unknown,20,may,213,3,-1,0,unknown,no,4756
unknown,17,jun,269,1,-1,0,unknown,no,10823
cellular,7,apr,197,1,-1,0,unknown,no,31699
cellular,21,nov,45,1,101,4,failure,no,27272
cellular,14,aug,148,19,-1,0,unknown,no,21050
unknown,5,may,73,3,-1,0,unknown,no,257
cellular,4,aug,1488,2,-1,0,unknown,yes,18994
cellular,5,feb,72,1,274,2,failure,no,30434
cellular,6,feb,91,3,213,1,success,no,30688
cellular,29,jul,33,1,-1,0,unknown,no,17732
cellular,8,may,80,2,-1,0,unknown,no,35781
cellular,9,sep,345,1,-1,0,unknown,yes,41515
unknown,11,jun,105,2,-1,0,unknown,no,10191
unknown,4,jun,34,2,-1,0,unknown,no,8929
cellular,14,may,512,3,-1,0,unknown,no,38026
cellular,16,jul,57,2,80,1,success,no,40574
cellular,30,apr,116,1,79,2,success,no,33965
unknown,18,jun,443,1,-1,0,unknown,no,11174
cellular,8,aug,453,4,-1,0,unknown,no,20049
unknown,16,may,32,3,-1,0,unknown,no,3994
unknown,9,jun,136,1,-1,0,unknown,no,9784
cellular,10,jul,258,1,-1,0,unknown,no,14015
unknown,8,may,170,2,-1,0,unknown,no,1192
cellular,29,aug,85,4,-1,0,unknown,no,23931
cellular,21,nov,12,7,-1,0,unknown,no,26906
cellular,20,aug,251,3,-1,0,unknown,no,21998
cellular,18,aug,84,11,-1,0,unknown,no,21254
cellular,13,may,231,1,370,1,other,no,37223
unknown,12,jun,583,1,-1,0,unknown,no,10306
cellular,29,aug,88,3,-1,0,unknown,no,24036
cellular,19,jul,1148,1,276,2,other,yes,44227
cellular,9,mar,212,3,181,6,success,yes,43255
cellular,15,may,859,1,-1,0,unknown,yes,38238
unknown,9,may,653,1,-1,0,unknown,yes,1768
cellular,15,mar,109,1,181,2,other,no,43294
cellular,21,nov,106,2,-1,0,unknown,no,27395
cellular,23,jul,517,4,-1,0,unknown,no,16419
cellular,17,nov,131,2,-1,0,unknown,no,24540
cellular,4,aug,99,2,-1,0,unknown,no,18967
telephone,24,jul,81,2,-1,0,unknown,no,16837
unknown,28,may,310,2,-1,0,unknown,no,6907
cellular,28,jul,76,2,-1,0,unknown,no,17407
cellular,18,nov,132,1,-1,0,unknown,no,24812
unknown,12,may,65,1,-1,0,unknown,no,2250
unknown,3,jun,272,1,-1,0,unknown,no,8705
cellular,6,may,109,1,-1,0,unknown,no,34800
unknown,3,jun,281,7,-1,0,unknown,no,8670
unknown,8,may,136,2,-1,0,unknown,no,1598
unknown,16,may,242,3,-1,0,unknown,no,3918
cellular,30,mar,371,1,174,4,failure,no,43383
unknown,21,may,315,3,-1,0,unknown,no,5185
unknown,20,jun,326,1,-1,0,unknown,no,11801
unknown,9,may,238,2,-1,0,unknown,no,1719
cellular,4,feb,219,4,205,2,failure,no,30017
unknown,4,jun,16,8,-1,0,unknown,no,8762
unknown,20,may,473,2,-1,0,unknown,no,4542
cellular,12,aug,107,1,-1,0,unknown,no,40937
cellular,13,aug,123,2,-1,0,unknown,no,20763
unknown,5,may,849,2,-1,0,unknown,no,110
cellular,6,aug,135,2,-1,0,unknown,no,19351
cellular,23,jul,361,3,-1,0,unknown,no,16443
cellular,15,may,191,1,-1,0,unknown,no,38378
unknown,9,may,62,1,-1,0,unknown,no,1629
unknown,23,may,27,1,-1,0,unknown,no,5392
cellular,11,may,772,2,357,1,failure,no,36441
unknown,16,may,97,1,-1,0,unknown,no,3660
cellular,18,feb,185,1,-1,0,unknown,yes,31125
cellular,20,apr,554,3,-1,0,unknown,no,33666
cellular,6,aug,158,3,-1,0,unknown,no,19221
unknown,28,may,126,1,-1,0,unknown,no,6751
cellular,30,jan,180,1,-1,0,unknown,no,28666
unknown,15,may,226,2,-1,0,unknown,no,3189
cellular,17,nov,101,2,129,1,failure,no,24611
cellular,22,jul,60,2,-1,0,unknown,no,16096
cellular,7,aug,121,1,-1,0,unknown,no,40730
unknown,19,may,18,14,-1,0,unknown,no,4362
cellular,29,aug,47,4,-1,0,unknown,no,23964
unknown,18,jun,83,1,-1,0,unknown,no,11157
cellular,27,aug,80,10,-1,0,unknown,no,23250
unknown,26,may,95,2,-1,0,unknown,no,5937
cellular,20,aug,105,2,-1,0,unknown,no,21891
unknown,6,may,79,2,-1,0,unknown,no,706
cellular,27,oct,298,1,111,8,other,yes,42003
cellular,21,jul,338,3,-1,0,unknown,no,15846
unknown,29,may,116,1,-1,0,unknown,no,7317
cellular,7,jul,107,5,-1,0,unknown,no,12700
cellular,14,may,172,2,310,1,failure,no,38039
cellular,29,jan,120,2,160,2,failure,no,28520
cellular,11,may,716,1,-1,0,unknown,no,36070
telephone,26,may,137,5,-1,0,unknown,no,39569
cellular,27,mar,347,2,-1,0,unknown,yes,31434
cellular,21,nov,39,1,-1,0,unknown,no,27465
cellular,17,apr,108,5,-1,0,unknown,no,32712
cellular,16,apr,177,1,-1,0,unknown,no,32279
cellular,15,apr,1038,2,-1,0,unknown,yes,32168
unknown,20,jun,44,5,-1,0,unknown,no,12177
telephone,3,feb,221,2,-1,0,unknown,no,29699
cellular,29,jan,199,1,234,2,failure,no,28161
cellular,25,jul,172,2,-1,0,unknown,no,16962
cellular,4,feb,671,2,-1,0,unknown,no,30001
cellular,3,feb,193,3,265,2,failure,no,29662
unknown,18,jun,227,1,-1,0,unknown,no,11205
unknown,6,jun,319,4,-1,0,unknown,no,9506
cellular,19,aug,276,2,-1,0,unknown,no,21589
cellular,29,jan,127,2,255,1,other,no,28597
cellular,27,apr,159,3,-1,0,unknown,yes,43566
cellular,19,aug,177,8,-1,0,unknown,no,21495
unknown,20,jun,76,12,-1,0,unknown,no,11792
cellular,15,may,151,1,352,1,failure,no,38275
cellular,15,may,163,5,359,1,failure,no,38719
cellular,30,apr,126,3,-1,0,unknown,no,34134
cellular,18,nov,328,1,-1,0,unknown,no,24946
cellular,12,aug,978,1,-1,0,unknown,yes,20639
cellular,19,nov,414,3,-1,0,unknown,no,25804
unknown,26,may,251,11,-1,0,unknown,no,6045
unknown,13,may,459,1,-1,0,unknown,no,2504
cellular,21,nov,152,2,-1,0,unknown,no,27010
cellular,8,aug,306,3,-1,0,unknown,no,20038
cellular,12,aug,182,1,104,1,success,yes,40862
cellular,27,apr,605,1,187,1,other,no,43560
cellular,18,aug,113,4,-1,0,unknown,no,21267
cellular,18,nov,38,1,187,3,failure,no,24961
cellular,6,aug,164,2,-1,0,unknown,no,19275
cellular,14,aug,78,2,-1,0,unknown,no,21094
telephone,21,nov,182,2,-1,0,unknown,no,27228
cellular,17,sep,336,2,183,2,success,yes,44832
cellular,13,aug,1842,2,-1,0,unknown,yes,20726
cellular,18,nov,199,1,-1,0,unknown,no,25151
cellular,18,jul,799,2,-1,0,unknown,yes,15527
unknown,6,jun,15,1,-1,0,unknown,no,9508
cellular,19,nov,698,1,-1,0,unknown,no,25673
telephone,8,may,15,1,-1,0,unknown,no,36005
cellular,11,jul,165,2,-1,0,unknown,no,14205
cellular,5,mar,182,1,107,2,other,yes,31266
cellular,15,may,42,2,297,1,failure,no,38514
cellular,12,aug,117,2,-1,0,unknown,no,20482
unknown,2,jun,393,3,-1,0,unknown,no,8285
telephone,21,jul,89,1,-1,0,unknown,no,15784
cellular,17,may,379,1,258,10,other,yes,43734
unknown,20,jun,23,24,-1,0,unknown,no,11690
cellular,19,nov,190,1,128,3,failure,no,25818
unknown,2,jun,149,8,-1,0,unknown,no,8157
cellular,29,jan,207,2,-1,0,unknown,no,28529
unknown,3,jun,67,10,-1,0,unknown,no,8356
cellular,20,nov,89,1,-1,0,unknown,no,26409
cellular,4,aug,163,1,-1,0,unknown,no,18836
unknown,14,may,252,2,-1,0,unknown,no,3100
cellular,23,jul,379,1,-1,0,unknown,no,16274
unknown,13,may,390,1,-1,0,unknown,no,2568
unknown,18,jun,52,6,-1,0,unknown,no,11224
unknown,5,may,19,2,-1,0,unknown,no,178
cellular,11,may,217,6,-1,0,unknown,no,36422
cellular,21,nov,197,2,99,2,other,no,27597
cellular,24,jul,79,3,-1,0,unknown,no,16766
cellular,25,aug,692,4,-1,0,unknown,no,22804
unknown,18,jun,154,2,-1,0,unknown,no,11304
cellular,24,jul,188,1,-1,0,unknown,no,16653
cellular,4,may,742,4,-1,0,unknown,yes,34323
cellular,29,jan,362,2,-1,0,unknown,no,28581
unknown,7,may,292,1,-1,0,unknown,no,806
unknown,3,jun,676,5,-1,0,unknown,no,8529
cellular,4,feb,112,1,244,3,failure,no,29745
telephone,14,may,154,2,336,2,failure,no,37810
cellular,5,feb,351,1,-1,0,unknown,no,30486
cellular,4,feb,73,3,-1,0,unknown,no,29876
cellular,12,aug,250,2,-1,0,unknown,no,20473
cellular,1,sep,367,1,91,4,failure,no,44640
cellular,17,feb,104,1,-1,0,unknown,yes,31101
cellular,31,jul,232,2,-1,0,unknown,no,18322
cellular,23,jul,55,1,-1,0,unknown,no,16392
cellular,28,jul,56,5,-1,0,unknown,no,17182
cellular,29,jul,179,6,-1,0,unknown,no,17568
cellular,22,apr,234,1,-1,0,unknown,no,43521
unknown,6,jun,446,3,-1,0,unknown,no,9666
unknown,20,jun,75,3,-1,0,unknown,no,12094
unknown,13,may,226,1,-1,0,unknown,no,2418
cellular,30,apr,470,8,-1,0,unknown,yes,33914
cellular,25,oct,324,1,182,4,success,no,45106
unknown,20,jun,248,1,-1,0,unknown,no,11844
unknown,6,may,249,3,-1,0,unknown,no,757
cellular,12,nov,247,1,97,8,failure,yes,42250
unknown,3,jun,226,1,-1,0,unknown,no,8702
unknown,14,may,103,5,-1,0,unknown,no,3157
unknown,12,may,101,2,-1,0,unknown,no,2155
unknown,1,jun,8,1,-1,0,unknown,no,43850
unknown,14,may,105,1,-1,0,unknown,no,2814
cellular,17,apr,175,1,332,1,failure,no,32532
unknown,20,may,318,3,-1,0,unknown,no,4516
cellular,4,aug,561,1,435,3,failure,yes,44425
cellular,4,may,223,9,4,1,success,no,34231
cellular,28,aug,13,15,-1,0,unknown,no,23479
cellular,5,feb,239,2,-1,0,unknown,no,30182
cellular,11,nov,289,1,92,3,success,yes,45175
cellular,17,nov,71,1,186,1,failure,no,24451
cellular,20,nov,68,2,-1,0,unknown,no,26803
cellular,8,jul,191,1,-1,0,unknown,no,13056
cellular,17,jul,770,2,-1,0,unknown,no,15237
cellular,25,aug,249,6,-1,0,unknown,no,22909
cellular,22,aug,78,2,-1,0,unknown,no,22408
cellular,29,aug,54,12,-1,0,unknown,no,23957
cellular,25,aug,87,5,-1,0,unknown,no,22689
cellular,25,aug,425,6,-1,0,unknown,no,22678
cellular,22,jun,271,2,-1,0,unknown,no,40362
cellular,12,aug,913,5,-1,0,unknown,no,20675
cellular,23,jul,799,4,-1,0,unknown,no,16532
cellular,21,jul,162,2,-1,0,unknown,no,15851
cellular,18,may,113,1,-1,0,unknown,no,38907
cellular,14,may,287,1,276,2,failure,no,37760
cellular,6,may,222,2,363,4,failure,no,35077
cellular,20,oct,59,1,104,3,failure,no,41897
cellular,12,may,377,1,357,1,failure,no,36567
unknown,27,may,202,1,-1,0,unknown,no,6282
cellular,28,aug,102,10,-1,0,unknown,no,23454
cellular,6,may,372,1,-1,0,unknown,no,34763
unknown,19,may,445,2,-1,0,unknown,no,4294
cellular,2,feb,698,2,271,2,other,no,29388
telephone,31,jul,26,15,-1,0,unknown,no,18520
unknown,6,may,126,2,-1,0,unknown,no,755
unknown,12,may,501,2,-1,0,unknown,no,2153
cellular,5,feb,384,1,2,2,failure,no,30264
unknown,5,may,163,1,-1,0,unknown,no,141
unknown,5,may,198,3,-1,0,unknown,no,353
cellular,5,aug,105,1,-1,0,unknown,no,19083
cellular,16,apr,114,1,148,1,failure,no,32239
cellular,3,feb,182,5,-1,0,unknown,no,29562
unknown,27,may,42,3,-1,0,unknown,no,6553
unknown,8,may,219,4,-1,0,unknown,no,1506
unknown,15,may,589,1,-1,0,unknown,no,3502
unknown,13,may,162,4,-1,0,unknown,no,2594
unknown,3,jun,220,1,-1,0,unknown,no,8542
cellular,12,nov,192,2,92,2,failure,yes,42255
cellular,29,jul,145,3,-1,0,unknown,no,17646
unknown,13,may,152,3,-1,0,unknown,no,2729
cellular,16,jul,165,5,-1,0,unknown,no,14894
unknown,20,jun,280,1,-1,0,unknown,no,11750
cellular,15,jul,21,3,-1,0,unknown,no,14521
unknown,28,may,385,1,-1,0,unknown,no,6600
unknown,20,may,90,1,-1,0,unknown,no,4489
unknown,21,may,150,1,-1,0,unknown,no,5041
cellular,20,nov,149,3,-1,0,unknown,no,26186
cellular,18,nov,79,1,-1,0,unknown,no,25021
cellular,18,may,250,1,-1,0,unknown,no,38925
cellular,11,may,164,2,-1,0,unknown,no,36302
unknown,21,aug,11,1,304,1,other,no,44592
cellular,7,may,329,1,168,2,success,no,35214
cellular,5,aug,54,1,-1,0,unknown,no,19054
cellular,15,apr,251,1,-1,0,unknown,no,32132
cellular,14,may,1205,2,178,7,success,yes,43722
telephone,28,jul,118,8,-1,0,unknown,no,17457
cellular,21,nov,349,1,-1,0,unknown,no,26965
cellular,27,aug,128,12,-1,0,unknown,no,23180
cellular,6,may,796,2,-1,0,unknown,no,35129
cellular,30,dec,369,2,-1,0,unknown,yes,42588
cellular,6,may,82,2,356,2,failure,no,35071
unknown,14,may,225,1,-1,0,unknown,no,2940
cellular,14,may,184,1,-1,0,unknown,no,37800
unknown,7,may,198,2,-1,0,unknown,no,1040
cellular,9,jul,171,3,-1,0,unknown,no,13651
cellular,7,apr,139,1,243,2,other,no,31725
cellular,12,aug,149,7,-1,0,unknown,no,20578
cellular,13,may,53,5,175,6,failure,no,36995
unknown,2,jun,171,1,-1,0,unknown,no,8247
cellular,17,apr,326,1,319,1,failure,no,32861
cellular,18,nov,72,1,-1,0,unknown,no,25148
telephone,31,jul,13,16,-1,0,unknown,no,18600
cellular,18,jan,204,2,94,2,success,no,42692
cellular,20,nov,51,1,190,4,other,no,26651
cellular,31,jul,151,13,-1,0,unknown,no,18571
cellular,6,apr,173,1,-1,0,unknown,no,31642
cellular,17,apr,378,1,-1,0,unknown,yes,32947
cellular,28,jan,142,1,-1,0,unknown,no,27853
unknown,9,may,147,1,-1,0,unknown,no,1653
cellular,14,may,287,1,-1,0,unknown,no,37621
cellular,3,feb,80,1,256,1,failure,no,29565
cellular,7,aug,325,1,-1,0,unknown,yes,40708
unknown,20,may,409,2,-1,0,unknown,no,4410
unknown,19,jun,2028,1,-1,0,unknown,yes,11520
unknown,16,jun,368,12,-1,0,unknown,no,10740
cellular,15,jul,347,4,-1,0,unknown,no,14708
cellular,3,feb,14,6,-1,0,unknown,no,29556
cellular,21,nov,219,2,182,2,failure,no,27286
cellular,15,feb,91,4,185,6,success,yes,43043
cellular,14,jul,102,2,-1,0,unknown,no,14262
cellular,17,apr,69,2,-1,0,unknown,no,32988
cellular,17,jul,143,2,-1,0,unknown,no,15103
cellular,5,feb,301,1,-1,0,unknown,no,30194
unknown,19,may,256,1,-1,0,unknown,no,4082
cellular,26,apr,135,3,363,2,failure,no,43552
unknown,16,jun,95,8,-1,0,unknown,no,10506
cellular,23,jul,168,1,-1,0,unknown,no,16440
unknown,7,may,68,1,-1,0,unknown,no,1014
cellular,2,feb,125,1,-1,0,unknown,yes,28970
unknown,13,may,215,1,-1,0,unknown,no,2633
cellular,5,nov,509,2,-1,0,unknown,no,42163
cellular,13,aug,106,2,-1,0,unknown,no,20700
cellular,20,nov,340,1,-1,0,unknown,no,26685
cellular,23,mar,47,2,-1,0,unknown,no,31377
cellular,16,oct,141,1,126,4,failure,no,41853
unknown,28,may,179,3,-1,0,unknown,no,6995
cellular,26,aug,102,2,-1,0,unknown,no,22960
unknown,13,may,241,2,-1,0,unknown,no,2691
unknown,26,may,266,1,-1,0,unknown,no,5709
cellular,22,dec,190,1,188,9,success,yes,42543
cellular,8,aug,106,2,-1,0,unknown,no,19798
cellular,20,nov,282,1,-1,0,unknown,no,26482
cellular,15,jun,318,3,-1,0,unknown,no,40297
cellular,15,may,270,3,-1,0,unknown,no,38552
cellular,18,nov,283,2,-1,0,unknown,no,24755
cellular,7,jul,554,1,-1,0,unknown,no,12827
cellular,5,feb,214,1,-1,0,unknown,no,30394
cellular,17,nov,117,1,-1,0,unknown,no,24287
cellular,5,may,99,5,333,5,other,no,34418
unknown,23,may,286,1,-1,0,unknown,no,5280
cellular,19,nov,1792,2,-1,0,unknown,yes,25980
cellular,1,jun,165,1,124,1,other,no,39785
cellular,20,apr,1332,2,-1,0,unknown,yes,33088
cellular,2,feb,156,2,-1,0,unknown,no,29394
unknown,13,may,154,1,-1,0,unknown,no,2380
telephone,7,sep,221,1,189,5,failure,no,41458
cellular,29,aug,85,15,-1,0,unknown,no,24006
cellular,7,aug,67,3,-1,0,unknown,no,19721
unknown,23,may,147,14,-1,0,unknown,no,5413
cellular,29,aug,103,2,-1,0,unknown,no,23872
cellular,14,may,451,1,339,3,failure,no,37666
cellular,17,nov,55,1,-1,0,unknown,no,24308
cellular,2,feb,147,1,-1,0,unknown,no,28958
unknown,20,jun,170,2,-1,0,unknown,no,11666
unknown,11,jun,119,1,-1,0,unknown,no,10153
cellular,12,may,318,1,-1,0,unknown,no,36547
unknown,13,may,195,2,-1,0,unknown,no,2618
unknown,19,may,197,4,-1,0,unknown,no,4324
cellular,14,apr,255,7,-1,0,unknown,no,32026
cellular,18,nov,268,2,-1,0,unknown,no,25210
cellular,26,oct,87,2,200,2,failure,no,41973
cellular,20,aug,94,4,-1,0,unknown,no,21953
cellular,12,aug,603,2,-1,0,unknown,no,20521
telephone,14,nov,160,1,-1,0,unknown,yes,24181
cellular,18,nov,52,1,-1,0,unknown,no,25108
cellular,20,nov,90,2,-1,0,unknown,no,26244
cellular,15,may,173,4,-1,0,unknown,no,38521
cellular,27,mar,277,1,-1,0,unknown,no,31424
cellular,14,jun,212,4,-1,0,unknown,yes,43912
cellular,30,jul,331,4,-1,0,unknown,no,18200
cellular,12,may,493,10,362,1,other,no,36714
cellular,30,jul,97,11,-1,0,unknown,no,18163
cellular,7,may,265,3,-1,0,unknown,no,35564
unknown,20,may,271,1,-1,0,unknown,no,4612
cellular,6,may,451,1,169,2,failure,yes,34741
cellular,16,jul,401,8,-1,0,unknown,no,14961
cellular,12,aug,305,3,104,1,failure,no,40898
unknown,19,may,13,1,-1,0,unknown,no,4220
telephone,15,sep,511,3,184,7,success,yes,44801
cellular,26,mar,288,3,-1,0,unknown,yes,43361
unknown,27,may,144,1,-1,0,unknown,no,6235
cellular,22,aug,121,2,-1,0,unknown,no,22578
unknown,2,jun,490,1,-1,0,unknown,no,8055
unknown,7,may,159,3,-1,0,unknown,no,1129
cellular,7,jul,97,1,-1,0,unknown,no,12920
unknown,23,may,150,6,-1,0,unknown,no,5452
cellular,2,feb,938,1,-1,0,unknown,yes,29245
unknown,23,may,346,1,-1,0,unknown,no,5231
unknown,20,may,132,1,-1,0,unknown,no,4477
unknown,27,may,243,2,-1,0,unknown,no,6192
telephone,6,feb,43,4,-1,0,unknown,no,30604
cellular,14,may,172,2,364,1,failure,no,37917
cellular,10,jul,579,1,-1,0,unknown,no,13862
cellular,16,oct,447,1,147,5,failure,yes,41861
cellular,11,jul,146,2,-1,0,unknown,no,14142
cellular,14,may,149,3,-1,0,unknown,no,37656
cellular,25,jul,282,2,-1,0,unknown,no,16912
unknown,17,jun,163,1,-1,0,unknown,no,10893
unknown,13,may,232,2,-1,0,unknown,no,2717
unknown,15,may,278,4,-1,0,unknown,no,3608
unknown,15,may,349,2,-1,0,unknown,no,3193
unknown,26,may,414,2,-1,0,unknown,yes,5977
cellular,6,feb,495,1,-1,0,unknown,yes,30592
cellular,13,may,152,1,370,1,failure,no,37222
cellular,13,apr,186,1,327,2,failure,no,31958
cellular,16,nov,136,1,287,1,failure,no,42307
unknown,20,jun,16,3,-1,0,unknown,no,11968
cellular,5,feb,192,2,8,1,other,no,30513
cellular,11,jul,161,4,-1,0,unknown,no,14220
cellular,30,jul,251,3,-1,0,unknown,no,18153
cellular,18,nov,110,1,186,3,failure,no,25293
cellular,19,aug,294,3,-1,0,unknown,no,21712
unknown,2,jun,21,1,-1,0,unknown,no,8013
unknown,6,may,204,1,-1,0,unknown,no,483
cellular,4,feb,99,1,-1,0,unknown,no,29736
cellular,18,may,63,1,-1,0,unknown,no,39001
unknown,9,jun,29,1,686,2,failure,no,43888
